platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,sentiment_label
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgxWvPqsHZdWhRi3iv94AaABAg,"Happy says, 'Daddy, I'm still a baby, I'm not Boo cool just yet, but give me time.' 🙂",2021-10-22T18:01:08Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgwMR5mqa9np_lX5Yjp4AaABAg,"Looks like happy was very interested in the reptiles, did not want to get two close, don’t blame him.  His little face is so cute.  Thanks for sharing and God Bless you all.",2021-10-22T12:14:05Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",Ugzj4hO29YtrNi9cTvR4AaABAg,"🤣 🐶🐒 Was Happy trying to talk/Bark to the Doggie in the car.
Looks like he really enjoyed his day at Pet Smart.
❤👍🌞👍❤",2021-10-22T22:10:08Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgwcPwoLn8VXjecw4cN4AaABAg,Happy you were hands down the cutest little guy in petsmart. I don't blame you for not liking them snakes. I love you little fella and the crew.  Tfs. 🐒💕💕💕😍🤗🙏🏼,2021-10-22T19:23:56Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgztcOBMzGa8mOpH3Wl4AaABAg,"Happy is soooo cute!  Love hi sucking his thumb,  he looks so comfortable while he's enjoying PetsMart",2023-06-29T05:40:23Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgyE0Z4D-BmH9ChHr0R4AaABAg,Thanks sharing this w/ everyone!! See ya in the next video! 😘,2021-10-23T04:43:30Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgyA6PxSaWYakLLiGgd4AaABAg,"Oh Happy, Your just so full of life and a joy to watch sweetie..Glad you enjoyed your adventure out with daddy and Ty. I love cats and would've had a big fight on my hands not to take them all and give them a home. That's why I don't go into pet stores..lol..Thanks for sharing and sending lots of love. I just melt into a puddle when you suck your thumb Happy. So adorable 😍 💖 💕 💓 💗",2021-10-22T15:02:51Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgyMVyUnl-o7DK4O6nd4AaABAg,happy!!!! hes so cute!!! i love how friendly he is!!! he looks great in his diaper cover 🤍,2021-10-22T12:01:31Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgxYMJIq0oFZ-zFUkeJ4AaABAg,Happy looks interested in everything you showed him.  So precious 💖!,2021-11-01T18:20:44Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgxiA_ZzevaabtoYTL14AaABAg,Hi Happy so cute and sweet to see you out and about with your daddy Pete and big brother Tyler 😀😀😀😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️,2021-10-22T23:20:17Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgzFRQ1-fyvzkn-z8Z54AaABAg,Hi sweet cute Happy!!!!🥰❤😘,2021-10-22T13:21:41Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",Ugw4AsazhBNFeCHYWi14AaABAg,"Love it 💕 Happy and pussycats 🥰 Just what the Dr ordered 🤒 Every time Happy sucks his thumb, my heart melts. I’m wrapped up like a mummy in fleecey jammies and a nighty coat 🥶 (Fun fact… My mummy still doesn’t let me live it down, the fact that I went out and bought Boo, Meela & Happy wee nighty coats 🤣) She says “Nuts attract Nuts” 🤪 lol 💚 xx",2021-10-22T13:29:17Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",Ugzk-BvHaRqynSOtzqd4AaABAg,What a little sweetheart.  And so smart too. Makes me want one 😊❤❤❤,2023-07-16T14:46:07Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgyNrJUvhx5_OfrWjSZ4AaABAg,Hi MonkeyHappy 🥰,2021-10-22T12:42:00Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgxMoTMRaOup9UsLmcJ4AaABAg,Oh… Happy wears the belt? I thought Pete was leashed by all the capuchin and they were holding the reins! Now I get it!,2021-10-22T17:53:50Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",Ugzq3z2r94AL_8ccH4t4AaABAg,Hi Pete and Happy big and brother Tye nice a trip to pet smart cool I have to make a trip for my Guinea pig and pick up some things for him,2021-10-22T14:33:43Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,brNsSGvw7-A,Capuchin Monkey Visits PetSmart!,"Monkey Happy takes a trip to PetSmart! He gets to meet the fish, birds, lizards and even a snake! He also gets a new monkey belt!",UgyNXBHfSYJOxfpHr9B4AaABAg,"That was great! So awesome! It's amazing really, I mean maybe normal for you, ha ha but amazing to me! I love the little monkeys and Happy' s personality is just adorable esp. when he acts all tough! Ha ha ha, so cute!",2021-10-23T00:47:08Z,https://www.youtube.com/watch?v=brNsSGvw7-A,US,US (text signal),Positive
YouTube,capuchin monkey pet,Primate,ulpUAgaMtkQ,Would a Capuchin Monkey Make a Good Pet? | Pets Rated 😲 #capuchinmonkey #animals,"Smart, curious, and incredibly social—capuchin monkeys can be adorable and challenging at the same time. Could they make a ...",Ugx0XoS8QHL0WVVU7XR4AaABAg,"Admittedly,they are adorable,but as he stated,they are not domesticated pets,they belong in the wild,or a sanctuary w/other Capuchin monkeys",2025-09-19T06:00:11Z,https://www.youtube.com/watch?v=ulpUAgaMtkQ,US,US (text signal),Neutral
