platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,sentiment_label
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,UgxkwZUG0cUrmZec7zB4AaABAg,i saw her in the box and i was suprised because you are such a good owner but then i saw the end of the video when the actual enclosure was shown and was relieved,2025-09-07T00:33:32Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,Ugxw99k64ZYmj49DTkx4AaABAg,"A had a nine ft macklot years ago and he would hang out on the grass, in the bird bath, and the blacktop driveway soaking up the rays for hours",2025-09-03T19:22:56Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Neutral
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,UgzldIOX3Ssf--3cUtd4AaABAg,If I saw that in my neighbors backyard there would be for sale sign on my crib by that evening 😂,2025-09-11T07:05:34Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,Ugw8SERmm1k6A8YkgYV4AaABAg,"My ball pythons LOVE some garden time! In fact, when they're having some ""freedom time"" in the living room, if the doors not shut, they will make their way to the door to the garden to try get outside lol. They're certainly not stupid!",2025-09-19T21:12:43Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,Ugw93TS_HQ7EReKXnQl4AaABAg,Less than 40s oh wow,2025-09-02T13:01:33Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,UgzsYFt19kd71sJihpZ4AaABAg,If ever I don’t have a cat or a small dog in my house I’m getting a snake. I had a beautiful California king once till she passed. Loved her. But I want one that lives like this girl!,2025-09-02T20:43:54Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,California,Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,Ugz3s1HpbODGdGdimnV4AaABAg,"Do you have to register her, in case she escapes? They know where to return her?",2025-09-03T07:46:04Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,UgyswP0K6sXJxyfuMbp4AaABAg,Are you not worried about her catching some kind of deseases or picking up mites?,2025-09-02T13:56:49Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,UgxDnS7RcRGryjsj4Kx4AaABAg,So is her enclosure a closet in your house?,2025-09-02T14:23:44Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Neutral
YouTube,python pet,Reptile,BXNqBH4u92Y,Snake Exercise! #molinarosnakelab #kearymolinaro #reticulatedpython #python #hugesnake #petreptiles,,UgyC232VZ_HDLMEGhWx4AaABAg,Nah…she’s not meant to be kept in a cage. You probably feel this deep down and don’t want to admit it to yourself.,2025-09-06T08:13:31Z,https://www.youtube.com/watch?v=BXNqBH4u92Y,US,US (text signal),Positive
